AggregateName,WellName,CorpID,Update_Date,Update_User
Glenwood,Dixon A 1,12514569-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Dixon B 2,12514570-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Lena Hiatt 1,12610194-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Roberts 1,12610195-000,2019-09-18 08:45:10.000,Travis Comer
Glenwood,Medlin 5,12610627-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Lena Hiatt 5,12610628-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Vida Smart 7,12610629-000,2019-09-18 08:45:11.000,Travis Comer
Glenwood,Moyers 1,12612938-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Dixon B 1,12612940-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Dixon A 3,12629366-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Dixon A 2,12629367-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Lena Hiatt 4,12629373-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Shelton Estate 3,12633429-000,2019-09-18 08:45:10.000,Travis Comer
Glenwood,Dixon A 5,12634050-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Roberts 6,12634408-000,2019-09-18 08:45:10.000,Travis Comer
Glenwood,Vida Smart 8,12634513-000,2019-09-18 08:45:11.000,Travis Comer
Glenwood,Nicholson 7,12634637-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Walker 2,12635156-000,2019-09-18 08:45:11.000,Travis Comer
Glenwood,Shelton Estate 4,12641605-000,2019-09-18 08:45:10.000,Travis Comer
Glenwood,Nicholson 8,12644242-000,2019-09-18 08:45:10.000,Travis Comer
Glenwood,Obyrne Heirs A 5,12645839-000,2019-09-18 08:45:10.000,Travis Comer
Glenwood,George Joseph 2,12646151-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,South Brawley 1,13149755-000,2019-09-18 08:45:10.000,Travis Comer
Glenwood,Obyrne Heirs A 6,13179765-000,2019-09-18 08:45:10.000,Travis Comer
Glenwood,Medlin 6,13350269-000,2019-09-18 08:45:09.000,Travis Comer
Glenwood,Dixon A 6 H,13370951-000,2019-09-18 08:45:09.000,Travis Comer
Oak Hill,Watson 1,12445892-000,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,Hair 1,12445946-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Kinsey 1,12445987-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Jenkins 1,12446001-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Beckworth 1,12446003-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Kangerga B 1,12446011-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Cullers 1,12446071-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Grant 1,12446110-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Golden 1,12446249-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Fitzgerald 1,12446367-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,B N Rogers 1 L,12446466-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,B N Rogers 1 U,12446541-001,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Golden 2,12446559-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Iona Armstrong 1,12446588-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Vinson 2,12446615-000,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,B N Rogers 3,12446936-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Kangerga D 1,12446968-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Garrett Collie 1,12446981-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Bassett 2,12447181-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,B N Rogers 4,12447193-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Iona Armstrong 2,12447201-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Holtzclaw 1,12447208-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Driver 1,12447209-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Menefee Heirs 1,12447248-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,B N Rogers 5,12447250-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Bassett 3,12447253-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Kinsey 2,12447287-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Hair 2,12447291-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Grant 2,12447294-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Bassett 4,12447295-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Kangerga B 2,12447299-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Cullers 2,12447301-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Golden 3,12447306-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Beckworth 3,12447308-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Watson 2,12447312-000,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,Watson 3,12447313-000,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,Hair 4,12447316-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Hair 3,12447317-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Kangerga B 4,12447319-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Kangerga B 3,12447320-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Cullers 3,12447321-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Kangerga D 2,12447324-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Holtzclaw 2,12447333-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Jenkins 4,12447467-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Garrett Collie 2,12447472-003,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Bassett 5,12447476-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Iona Armstrong 3,12447482-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Menefee Heirs 2,12447508-000,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,Holtzclaw 3,12447509-001,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Holtzclaw 4,12447646-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Jenkins 5,12514532-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Kinsey 4,12629355-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Garrett Collie 3,12633945-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Driver 2,12634287-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Kinsey 5,12634924-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Golden 4,12635363-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Kangerga B 5,12639986-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Kangerga B 6,12640274-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Garrett Collie 4,12643485-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Beckworth 5,12644270-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Kangerga 4,12679952-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Kangerga 2,12793565-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Kangerga 3 H,12936087-001,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Vinson 3,12967429-000,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,Driver 3,13076995-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Golden 6,13085462-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Vinson 5,13132696-000,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,Golden 7,13135972-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Golden 5,13210457-000,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,Watson 4,13312429-003,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,Watson 5 H,13367868-000,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,Cullers 5,13413742-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Watson 7 H,13483722-000,2019-09-18 08:46:21.000,Travis Comer
Oak Hill,Kinsey 6,13565723-003,2019-09-18 08:46:20.000,Travis Comer
Oak Hill,B N Rogers 7,14208885-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,B N Rogers 8,14208886-000,2019-09-18 08:46:19.000,Travis Comer
Oak Hill,Vinson 4,14217810-000,2019-09-18 08:46:21.000,Travis Comer
SoHa,Nelson Hay 1 H,13071342-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Aclco Hay 1 H,13387002-000,2020-01-07 11:44:26.000,Travis Comer
SoHa,Aclco Hay 2 1 H,13763119-000,2020-01-07 11:44:26.000,Travis Comer
SoHa,Sarge 1 H R,13860389-001,2020-01-07 11:44:27.000,Travis Comer
SoHa,Wombat 1 H,14248578-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Wombat 2 H,14248579-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Bandicoot 2 H,14258600-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Bandicoot 1 H B,14269983-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Trex 1 H,14295238-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Walker 1 H,14295819-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Dino 1 H,14303813-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Wallaby 2 H,14309276-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Wallaby 1 H,14309562-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Taz 2 H,14312669-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Taz 5 H B,14313648-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Taz 4 H B,14313869-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Koala 3 H,14313988-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Taz 1 H,14316545-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Taz 3 H,14319343-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Saber 1 H,14319899-001,2020-01-07 11:44:27.000,Travis Comer
SoHa,Saber 1 H B,14319900-001,2020-01-07 11:44:27.000,Travis Comer
SoHa,Utahraptor 1 H,14322612-001,2020-01-07 11:44:28.000,Travis Comer
SoHa,Utahraptor 1 H B,14322613-001,2020-01-07 11:44:28.000,Travis Comer
SoHa,Koala 5 H,14322672-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Callisto 1 H,14325314-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Pluto 1 H,14326646-001,2020-01-07 11:44:27.000,Travis Comer
SoHa,Pluto 1 H B,14326647-001,2020-01-07 11:44:27.000,Travis Comer
SoHa,Gasosaurus 1 H,14340136-001,2020-01-07 11:44:27.000,Travis Comer
SoHa,Sugar Glider 1 H B,14340216-001,2020-01-07 11:44:27.000,Travis Comer
SoHa,Sugar Glider 1 H,14340217-001,2020-01-07 11:44:27.000,Travis Comer
SoHa,Rockies 1 H,14354532-002,2020-01-07 11:44:27.000,Travis Comer
SoHa,Wallaby 4 H B,14364160-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Koala 3 H B,14365559-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Trex 2 H,14365684-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Trex 2 H B,14365685-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Koala 6 H B,14367479-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Wallaby 3 H,14367849-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Wallaby 3 H B,14368525-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Velo 1 H,14374279-001,2020-01-07 11:44:28.000,Travis Comer
SoHa,Titan 2 H R,14374999-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Velo 1 H B,14376193-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Stego 1 H,14376194-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Kanga 2 H,14376244-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Kanga 2 H B,14376245-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Mississippi 1 H,14376246-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Proteus 1 H,14379956-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Koala 2 H B,14379960-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Wombat 3 H B,14381121-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Trex 3 H B,14381815-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Dracorex 2 H,14384752-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Dracorex 2 H B,14384753-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Sugar Glider 2 H,14385259-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Sugar Glider 2 H B,14385419-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Titan 2 H B,14396384-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Allosaurus 3 H,14402359-000,2020-01-07 11:44:26.000,Travis Comer
SoHa,Allosaurus 3 H B,14402559-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Denali 3 H B,14404208-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,TTops 2 H,14404359-000,2020-01-07 11:44:28.000,Travis Comer
SoHa,Rockies 4 H B,14406376-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Bronto 3 H,14412265-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Bronto 3 H B,14412447-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Pluto 2 H B,14429980-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Callisto 2 H B,14443485-000,2020-01-07 11:44:27.000,Travis Comer
SoHa,Roo 2 H,14448851-000,2020-01-09 13:23:21.000,Travis Comer
SoHa,Roo 2 H B,14448852-000,2020-01-09 13:23:21.000,Travis Comer
SoHa,Europa 1 H,14452960-000,2020-01-07 11:44:27.000,Travis Comer
Stockman,Ethridge 971 1,12669141-003,2019-09-18 08:47:01.000,Travis Comer
Stockman,Georgetown 885 1,13031180-003,2019-09-18 08:47:01.000,Travis Comer
Stockman,Georgetown 885 3,13171660-000,2019-09-18 08:47:01.000,Travis Comer
Stockman,Ethridge 971 2,13324543-000,2019-09-18 08:47:01.000,Travis Comer
Stockman,Georgetown 885 2,14218493-000,2019-09-18 08:47:01.000,Travis Comer
TestArea,Kanga 2 H,14376244-000,2020-01-09 13:37:30.000,Travis Comer
TestArea,Allosaurus 3 H B,14402559-000,2020-01-09 13:37:30.000,Travis Comer
West Carthage,Glaspie 10,10979286-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Hicks 1,12273709-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,George Roberts 1 C,12273710-003,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Reed W M 1,12273923-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 1,12273934-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Brewster J T 1,12273936-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Harrison 1 T,12273937-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Wiltcher 1 T,12273994-001,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Davis S L Unit 1,12274000-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Allison 2,12274229-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Brewster J T 3,12274362-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Brewster J T 4,12274517-001,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Allison 4,12274533-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Glaspie 3,12274662-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Wiltcher 2,12274784-003,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 3,12274815-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Reed W M 2,12274931-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Wilcots 2,12274962-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 4,12275114-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Harrison 4,12275227-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Brewster J T 5,12275229-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Allison 5,12275232-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Reed W M 3,12275233-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Boles 4,12275250-001,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Wilcots 3,12275257-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Davis S L Unit 3,12275266-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Soape 5,12275408-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 6,12275409-003,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Hicks 6,12275412-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Hicks 5 T,12275439-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Hicks 5 C,12275439-002,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Allison 6,12275447-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Allison 7,12275448-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Brown Herman 5 L,12275449-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Brown Herman 5 U,12275449-003,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Reed W M 4,12275470-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Reed W M 5,12275471-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Brown Herman 4,12275483-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Davis S L Unit 5,12275490-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Boles 5,12275622-003,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Harrison 5,12275623-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Soape 7,12275643-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Brewster J T 8,12275646-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Harrison 6,12275647-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Hicks 7,12275648-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Davis S L Unit 6,12275671-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Hicks 8,12275681-002,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Brewster J T 10,12275704-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Brown Herman 6,12275707-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Harrison 7,12275708-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Harrison 8,12275711-001,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Brown Herman 7,12275712-003,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Boles 7,12275713-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Reed W M 6,12275749-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,West Clayton 1,12275764-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Hicks 9,12275783-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Soape 8,12275788-003,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Davis S L Unit 7,12275835-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Hicks 10,12276046-001,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Allison 8,12276047-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Allison 11 U,12276073-001,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Allison 11 L,12276073-002,2019-09-18 08:47:58.000,Travis Comer
West Carthage,Allison 9,12276074-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Allison 10,12276075-000,2019-09-18 08:47:58.000,Travis Comer
West Carthage,Brewster J T 12 L,12276315-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Brewster J T 12 U,12276315-001,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Brewster J T 11,12276316-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Brewster J T 13,12276403-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Hicks 11,12276416-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Soape 9,12276425-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Brown Herman 8,12276438-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Allison 12,12276458-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Brown Herman 9,12276491-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Hicks 12,12276531-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Brown Herman 10,12276557-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Soape 10,12276574-003,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 11,12276616-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Glaspie 6,12276631-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Allison 14,12276639-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Wiltcher 6 H,12276754-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Hicks 14,12276830-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Davis S L Unit 8,12276849-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Reed W M 8,12276873-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Brewster J T 14 L,12276881-001,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Brewster J T 14,12276881-002,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Hicks 15,12276899-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Soape 12,12287816-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Brewster J T 2,12343196-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Glaspie 4,12346028-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Glaspie 5,12346242-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Hicks 16,12346243-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Davis S L Unit 4,12349477-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Hicks 20,12349771-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Hicks 19,12350297-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Brown Herman 3,12359681-004,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Brown Herman 2,12360077-000,2019-09-18 08:48:01.000,Travis Comer
West Carthage,Hicks 17,12361883-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Brown Herman 11,12362193-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Hicks 22,12363198-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Soape 13,12364155-002,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Hicks 23,12364159-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Allison 15,12364505-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Glaspie 9,12364814-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Brewster J T 6,12365099-001,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Glaspie 8,12376072-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Reed W M 9,12956475-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Brewster J T 16,12966231-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Soape 14,12973719-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Harrison 9,13069767-000,2019-09-18 08:48:02.000,Travis Comer
West Carthage,Allison 17,13239996-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Allison 16,13275424-000,2019-09-18 08:47:59.000,Travis Comer
West Carthage,Wiltcher 8,13368593-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 15 H,13950373-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 16 H,13950375-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 17 H,14003438-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 18 H,14167172-002,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 19 H,14167173-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 21 H,14241909-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Soape 22 H,14243334-000,2019-09-18 08:48:03.000,Travis Comer
West Carthage,Brown Herman 13 H,14244252-000,2019-09-18 08:48:00.000,Travis Comer
West Carthage,Soape 23 H,14259918-000,2019-09-18 08:48:03.000,Travis Comer
Woodlawn,Davis F 3 H,10971788-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,Findley B 5 H,11540695-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,McGee 1,11990525-003,2019-09-18 08:51:24.000,Travis Comer
Woodlawn,Findley B 1,11990594-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,Findley A 3,11990601-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,Highland Lake Club 1,11990623-004,2019-09-18 08:51:23.000,Travis Comer
Woodlawn,Slaughter B 1,11990630-000,2019-09-18 08:51:25.000,Travis Comer
Woodlawn,Britton 1,11990631-000,2019-09-18 08:51:21.000,Travis Comer
Woodlawn,Davis A 1,11990634-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,Pope 2,11992490-002,2019-09-18 08:51:24.000,Travis Comer
Woodlawn,Caldwell 1,11992525-001,2019-09-18 08:51:21.000,Travis Comer
Woodlawn,Jones 3,11992549-000,2019-09-18 08:51:23.000,Travis Comer
Woodlawn,Owens 3,11992581-000,2019-09-18 08:51:24.000,Travis Comer
Woodlawn,Slaughter B 2,11992599-003,2019-09-18 08:51:25.000,Travis Comer
Woodlawn,Hordern A 2,11992631-000,2019-09-18 08:51:23.000,Travis Comer
Woodlawn,Lewis B 2,11992667-000,2019-09-18 08:51:24.000,Travis Comer
Woodlawn,Nesbitt Stroud 1,11992719-002,2019-09-18 08:51:24.000,Travis Comer
Woodlawn,Woods 2,11992763-000,2019-09-18 08:51:25.000,Travis Comer
Woodlawn,Findley B 2,11992790-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,Chapman B 1,11992824-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,Britton 3 L,11992860-000,2019-09-18 08:51:21.000,Travis Comer
Woodlawn,Britton 3 U,11992860-003,2019-09-18 08:51:21.000,Travis Comer
Woodlawn,Griffis 2,11992900-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,Caldwell 2,11992916-004,2019-09-18 08:51:21.000,Travis Comer
Woodlawn,Frank Davis 1,11992945-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,Davis F 1,11992946-000,2019-09-18 08:51:22.000,Travis Comer
Woodlawn,McGee B 1,11992956-000,2019-09-18 08:51:24.000,Travis Comer
Woodlawn,Jackson 1,11992963-000,2019-09-18 08:51:23.000,Travis Comer
Woodlawn,Peggy Pierce 1,11993022-003,2019-09-18 08:51:24.000,Travis Comer
Woodlawn,Jones 4 AM,11993040-000,2019-09-18 08:51:23.000,Travis Comer
Woodlawn,Harris B 1,11993042-000,2019-09-18 08:51:22.000,Travis Comer
